Geom;Label;geo_point_2d
"{""coordinates"": [[-123.15037675950555, 49.2656283782463], [-123.15036528953051, 49.26592478517425]], ""type"": ""LineString""}";R.O.W.;49.26577658171027, -123.15037102451802
"{""coordinates"": [[-123.14716351019487, 49.263457510607275], [-123.1471584514302, 49.26360054086074]], ""type"": ""LineString""}";EASE.;49.26352902573401, -123.14716098081254
"{""coordinates"": [[-123.15079152764946, 49.266816994684234], [-123.15100101947355, 49.26682031917343]], ""type"": ""LineString""}";5' UTIL. EASE.;49.266818656928834, -123.1508962735615
"{""coordinates"": [[-123.14763762466076, 49.262515997892834], [-123.1476439869127, 49.262345080774075]], ""type"": ""LineString""}";;49.26243053933346, -123.14764080578672
"{""coordinates"": [[-123.15439245002884, 49.250562345050476], [-123.15431733886481, 49.25071132543294]], ""type"": ""LineString""}";;49.25063683524171, -123.15435489444681
"{""coordinates"": [[-123.15434834302016, 49.25051878611952], [-123.15474688804233, 49.250541181825234]], ""type"": ""LineString""}";;49.25052998397238, -123.15454761553124
"{""coordinates"": [[-123.15477477319052, 49.2497954309468], [-123.15521250335664, 49.24960369505962]], ""type"": ""LineString""}";R.O.W.;49.24969956300321, -123.15499363827358
"{""coordinates"": [[-123.1519698347568, 49.24721125333259], [-123.15247205872826, 49.24721913708327]], ""type"": ""LineString""}";6' P.U. EASE.;49.24721519520793, -123.15222094674253
"{""coordinates"": [[-123.15351018687073, 49.24724023243768], [-123.15353809869174, 49.24649763872755]], ""type"": ""LineString""}";;49.24686893558261, -123.15352414278124
"{""coordinates"": [[-123.15493671504164, 49.24581481417278], [-123.15520082424082, 49.24590845089836]], ""type"": ""LineString""}";;49.24586163253557, -123.15506876964125
"{""coordinates"": [[-123.15478937313723, 49.24941536290097], [-123.15433728266, 49.24940833077578]], ""type"": ""LineString""}";EASE.;49.24941184683837, -123.15456332789861
"{""coordinates"": [[-123.1506186415464, 49.247931310177044], [-123.15101529831638, 49.24846375089597]], ""type"": ""LineString""}";R.O.W.;49.24819753053651, -123.15081696993137
"{""coordinates"": [[-123.15101529831638, 49.24846375089597], [-123.15094117163393, 49.24848723536912]], ""type"": ""LineString""}";;49.248475493132545, -123.15097823497517
"{""coordinates"": [[-123.1522141711908, 49.24034437970287], [-123.15197815175236, 49.240340651569554]], ""type"": ""LineString""}";10' R.O.W.;49.240342515636215, -123.15209616147158
"{""coordinates"": [[-123.1470199927679, 49.23228747602438], [-123.1470122630258, 49.2324969853944]], ""type"": ""LineString""}";;49.232392230709394, -123.14701612789685
"{""coordinates"": [[-123.1470511160689, 49.231449078392146], [-123.14704973342066, 49.23148766981043]], ""type"": ""LineString""}";;49.23146837410128, -123.14705042474478
"{""coordinates"": [[-123.15358632647649, 49.22769069287003], [-123.15344279429854, 49.22768908455958]], ""type"": ""LineString""}";;49.227689888714806, -123.15351456038752
"{""coordinates"": [[-123.1540469300583, 49.22410268593612], [-123.15408225262848, 49.22417764138935]], ""type"": ""LineString""}";;49.22414016366273, -123.1540645913434
"{""coordinates"": [[-123.15388063906356, 49.22379629478358], [-123.15374766034451, 49.22351412828506]], ""type"": ""LineString""}";;49.22365521153432, -123.15381414970405
"{""coordinates"": [[-123.15375459751822, 49.22332878048133], [-123.15377038682603, 49.22290696217423]], ""type"": ""LineString""}";;49.22311787132778, -123.15376249217212
"{""coordinates"": [[-123.14594107132253, 49.22454027053204], [-123.14558397969839, 49.22453578271902]], ""type"": ""LineString""}";10' EASE.;49.22453802662554, -123.14576252551046
"{""coordinates"": [[-123.14757038940346, 49.21902764206925], [-123.14755894493797, 49.21933484541878]], ""type"": ""LineString""}";5' EASE.;49.21918124374402, -123.14756466717071
"{""coordinates"": [[-123.14760655175309, 49.21918159501985], [-123.1476122739728, 49.21902803831717]], ""type"": ""LineString""}";5' EASE.;49.219104816668505, -123.14760941286295
"{""coordinates"": [[-123.14764591648853, 49.21812396982802], [-123.1476510083472, 49.21799398153305]], ""type"": ""LineString""}";;49.218058975680535, -123.14764846241788
"{""coordinates"": [[-123.14895880675131, 49.21883692317406], [-123.14893752056292, 49.21883650085759]], ""type"": ""LineString""}";;49.21883671201582, -123.14894816365711
"{""coordinates"": [[-123.14926576028027, 49.21817490619498], [-123.14894304553856, 49.21817084310794]], ""type"": ""LineString""}";5' EASE.;49.21817287465146, -123.14910440290942
"{""coordinates"": [[-123.14894253734504, 49.21818451658764], [-123.14893604050262, 49.218348508902494]], ""type"": ""LineString""}";5' EASE.;49.21826651274507, -123.14893928892383
"{""coordinates"": [[-123.14895732648144, 49.21834893121946], [-123.14897792450789, 49.21834890465583]], ""type"": ""LineString""}";;49.21834891793765, -123.14896762549465
"{""coordinates"": [[-123.14595351235957, 49.221350081739395], [-123.1453512880879, 49.22134231356428]], ""type"": ""LineString""}";5' SEWER EASE.;49.22134619765184, -123.14565240022374
"{""coordinates"": [[-123.14765189910987, 49.21797032280944], [-123.14765734642019, 49.21781676642352]], ""type"": ""LineString""}";5' EASE.;49.21789354461648, -123.14765462276503
"{""coordinates"": [[-123.1476621211976, 49.21712862137964], [-123.14764152236415, 49.21712820694108]], ""type"": ""LineString""}";;49.217128414160356, -123.14765182178088
"{""coordinates"": [[-123.14763390924222, 49.217333749838915], [-123.14762246319623, 49.2176355561195]], ""type"": ""LineString""}";5' EASE.;49.21748465297921, -123.14762818621924
"{""coordinates"": [[-123.14426135047866, 49.20993853366753], [-123.14426005733534, 49.20996597092267]], ""type"": ""LineString""}";;49.20995225229509, -123.14426070390701
"{""coordinates"": [[-123.14421754890714, 49.20998446435273], [-123.14410290065135, 49.209982808382]], ""type"": ""LineString""}";;49.20998363636737, -123.14416022477924
"{""coordinates"": [[-123.14783446636274, 49.209466152668185], [-123.14784923192894, 49.209357740489935]], ""type"": ""LineString""}";R.O.W.;49.20941194657907, -123.14784184914583
"{""coordinates"": [[-123.15317583097294, 49.20937625630885], [-123.15199384264686, 49.20899286412779]], ""type"": ""LineString""}";;49.20918456021832, -123.1525848368099
"{""coordinates"": [[-123.14871606164145, 49.20901864754122], [-123.14872203837741, 49.208997231047285]], ""type"": ""LineString""}";;49.209007939294246, -123.14871905000942
"{""coordinates"": [[-123.14877283725963, 49.208997165629604], [-123.14868932272198, 49.20929996478712]], ""type"": ""LineString""}";R.O.W.;49.209148565208366, -123.1487310799908
"{""coordinates"": [[-123.15461084690168, 49.21073661844959], [-123.15458757477694, 49.21075868806108]], ""type"": ""LineString""}";;49.21074765325533, -123.15459921083931
"{""coordinates"": [[-123.15455320232863, 49.210743442062494], [-123.15457647446154, 49.21072137245786]], ""type"": ""LineString""}";;49.21073240726018, -123.15456483839507
"{""coordinates"": [[-123.15309017787308, 49.2100807012817], [-123.15312445634709, 49.21006581361294]], ""type"": ""LineString""}";R.O.W.;49.21007325744732, -123.15310731711008
"{""coordinates"": [[-123.15314951227066, 49.21222125888877], [-123.15341717115653, 49.212105566104256]], ""type"": ""LineString""}";;49.21216341249651, -123.1532833417136
"{""coordinates"": [[-123.15350173650049, 49.21192823756338], [-123.15386992822425, 49.21177346047568]], ""type"": ""LineString""}";;49.21185084901953, -123.15368583236237
"{""coordinates"": [[-123.15355399219368, 49.21195425444694], [-123.15346943933055, 49.212131133244284]], ""type"": ""LineString""}";;49.21204269384561, -123.15351171576211
"{""coordinates"": [[-123.15318339252194, 49.21225476639029], [-123.15270222029727, 49.212462762891214]], ""type"": ""LineString""}";R.O.W.;49.212358764640754, -123.15294280640961
"{""coordinates"": [[-123.15270222029727, 49.212462762891214], [-123.15269671152005, 49.21245737300059]], ""type"": ""LineString""}";;49.2124600679459, -123.15269946590865
"{""coordinates"": [[-123.15245743308697, 49.21256069411211], [-123.15246294323285, 49.212566533776645]], ""type"": ""LineString""}";;49.21256361394438, -123.15246018815992
"{""coordinates"": [[-123.15246294323285, 49.212566533776645], [-123.15218662618284, 49.212685644961]], ""type"": ""LineString""}";;49.212626089368825, -123.15232478470784
"{""coordinates"": [[-123.15458505636674, 49.21191054734767], [-123.15423335872096, 49.21206620421798]], ""type"": ""LineString""}";;49.21198837578282, -123.15440920754385
"{""coordinates"": [[-123.15101283391304, 49.20943136709039], [-123.15066318970678, 49.209582953597796]], ""type"": ""LineString""}";EASE.;49.20950716034409, -123.15083801180991
"{""coordinates"": [[-123.15473322398105, 49.211436728963825], [-123.154731789209, 49.21141694124748]], ""type"": ""LineString""}";;49.211426835105655, -123.15473250659502
"{""coordinates"": [[-123.15482730884253, 49.211447388243926], [-123.15482919397624, 49.211435511934106], [-123.15482929419662, 49.21142363801677], [-123.15482747248491, 49.21141185662848], [-123.15482372884252, 49.21140016776914]], ""type"": ""LineString""}";;49.21142359908893, -123.15482785272877
"{""coordinates"": [[-123.15463945351087, 49.211962647213554], [-123.15465124384406, 49.21195696439617], [-123.15466220811513, 49.21195056306051], [-123.15467222300431, 49.211943524329534], [-123.15468126138794, 49.211935956183275], [-123.15468918593572, 49.211927849810586], [-123.1546960246698, 49.21191938507996], [-123.15470176357967, 49.21191047205745], [-123.15470612862255, 49.21190129101605], [-123.15470925738214, 49.21189193172453]], ""type"": ""LineString""}";;49.211932268909166, -123.15467970274021
"{""coordinates"": [[-123.1509643836427, 49.20908915051781], [-123.15095273034146, 49.209094661872115], [-123.15094190296826, 49.20910088277414], [-123.1509320382972, 49.20910764213479], [-123.15092299903381, 49.20911494013372], [-123.15091492219898, 49.20912268663916], [-123.15090794536133, 49.20913097142452], [-123.15090208142935, 49.209139524614315], [-123.15089744051306, 49.20914843601781], [-123.15089389850026, 49.20915752589141], [-123.15089159268625, 49.209166794055875], [-123.15089066009268, 49.20917615037934], [-123.15089082613082, 49.20918559522054], [-123.15089222754855, 49.209194948494954], [-123.15089500136766, 49.20920412007063], [-123.15089887327295, 49.209213200258745], [-123.15090398001232, 49.20922200897468], [-123.15091018401765, 49.20923045644508], [-123.15091748528936, 49.20923854266973]], ""type"": ""LineString""}";;49.20915668402825, -123.15091199175764
"{""coordinates"": [[-123.14469353702249, 49.20822661156607], [-123.14502306902446, 49.20823203624195]], ""type"": ""LineString""}";;49.20822932390401, -123.14485830302348
"{""coordinates"": [[-123.15048565890575, 49.206102050644034], [-123.15160410227863, 49.205494304932216]], ""type"": ""LineString""}";;49.205798177788125, -123.1510448805922
"{""coordinates"": [[-123.151360888792, 49.20899372227314], [-123.15142670346869, 49.20896529183989]], ""type"": ""LineString""}";;49.20897950705651, -123.15139379613034
"{""coordinates"": [[-123.14903459216022, 49.20614307058856], [-123.1488598993486, 49.20603490251705]], ""type"": ""LineString""}";;49.2060889865528, -123.14894724575441
"{""coordinates"": [[-123.1488598993486, 49.20603490251705], [-123.14845636502491, 49.20584428078102]], ""type"": ""LineString""}";;49.205939591649035, -123.14865813218677
"{""coordinates"": [[-123.14772926530213, 49.20557986070335], [-123.14765349348981, 49.20549090413009]], ""type"": ""LineString""}";;49.20553538241672, -123.14769137939598
"{""coordinates"": [[-123.14935175014324, 49.20637024196661], [-123.14928987350015, 49.206337938886335]], ""type"": ""LineString""}";;49.20635409042647, -123.14932081182171
"{""coordinates"": [[-123.14930209932034, 49.2062947456544], [-123.14928249715203, 49.20617243493842]], ""type"": ""LineString""}";;49.20623359029641, -123.14929229823619
"{""coordinates"": [[-123.14831036587763, 49.205689749202236], [-123.14784572439517, 49.20549695494476]], ""type"": ""LineString""}";;49.2055933520735, -123.1480780451364
"{""coordinates"": [[-123.14784572439517, 49.20549695494476], [-123.14780362470098, 49.2054205487824]], ""type"": ""LineString""}";;49.20545875186358, -123.14782467454808
"{""coordinates"": [[-123.14780362470098, 49.2054205487824], [-123.1476208031686, 49.20534702112859]], ""type"": ""LineString""}";;49.205383784955494, -123.14771221393481
"{""coordinates"": [[-123.14578927132851, 49.20554681219724], [-123.14594187050159, 49.20561903164227]], ""type"": ""LineString""}";;49.205582921919756, -123.14586557091506
"{""coordinates"": [[-123.14666980388571, 49.205017223608394], [-123.14631403141216, 49.20495155937359]], ""type"": ""LineString""}";;49.204984391490996, -123.14649191764894
"{""coordinates"": [[-123.14598272818765, 49.20479412005516], [-123.14527142429172, 49.20450403689048]], ""type"": ""LineString""}";;49.204649078472826, -123.14562707623969
"{""coordinates"": [[-123.14527142429172, 49.20450403689048], [-123.14494085393862, 49.204365034017904]], ""type"": ""LineString""}";;49.20443453545419, -123.14510613911516
"{""coordinates"": [[-123.14494085393862, 49.204365034017904], [-123.14478906861319, 49.20433464036431]], ""type"": ""LineString""}";;49.2043498371911, -123.14486496127591
"{""coordinates"": [[-123.14516957896711, 49.290190293499315], [-123.14497675219141, 49.29031826693969]], ""type"": ""LineString""}";R.O.W.;49.2902542802195, -123.14507316557926
"{""coordinates"": [[-123.14429983922831, 49.2768474249142], [-123.1455237041554, 49.27646582537881]], ""type"": ""LineString""}";;49.2766566251465, -123.14491177169185
"{""coordinates"": [[-123.14527898714299, 49.27646613332017], [-123.14429961748904, 49.27677141585882]], ""type"": ""LineString""}";;49.276618774589494, -123.14478930231603
"{""coordinates"": [[-123.15090755962659, 49.27645884747589], [-123.15086107035178, 49.27766925560196]], ""type"": ""LineString""}";;49.27706405153892, -123.1508843149892
"{""coordinates"": [[-123.14874465537133, 49.27659706556675], [-123.14874784896647, 49.276516104764404]], ""type"": ""LineString""}";;49.27655658516557, -123.1487462521689
"{""coordinates"": [[-123.14882002950539, 49.27651691134129], [-123.14880215689892, 49.27651693435881]], ""type"": ""LineString""}";;49.27651692285005, -123.14881109320216
"{""coordinates"": [[-123.14882192932164, 49.27646292877112], [-123.14877793255586, 49.276462085910005]], ""type"": ""LineString""}";;49.27646250734056, -123.14879993093876
"{""coordinates"": [[-123.14877793255586, 49.276462085910005], [-123.148753871952, 49.276461667128046]], ""type"": ""LineString""}";;49.27646187651902, -123.14876590225393
"{""coordinates"": [[-123.14167999760565, 49.27296207324351], [-123.1411268595334, 49.2727869121259]], ""type"": ""LineString""}";EASE.;49.27287449268471, -123.14140342856955
"{""coordinates"": [[-123.1358822467198, 49.27556570553797], [-123.13595539009467, 49.275662308782444]], ""type"": ""LineString""}";;49.27561400716021, -123.13591881840723
